"","X","Y"
"-2871.530357_-3468.451439",-2871.530357,-3468.451439
"-2871.530357_-3568.451439",-2871.530357,-3568.451439
"-2871.530357_-3668.451439",-2871.530357,-3668.451439
"-2871.530357_-3768.451439",-2871.530357,-3768.451439
"-2871.530357_-3868.451439",-2871.530357,-3868.451439
"-2971.530357_-2368.451439",-2971.530357,-2368.451439
"-2971.530357_-2468.451439",-2971.530357,-2468.451439
"-2971.530357_-2568.451439",-2971.530357,-2568.451439
"-2971.530357_-2668.451439",-2971.530357,-2668.451439
"-2971.530357_-2768.451439",-2971.530357,-2768.451439
"-2971.530357_-2868.451439",-2971.530357,-2868.451439
"-2971.530357_-2968.451439",-2971.530357,-2968.451439
"-2971.530357_-3068.451439",-2971.530357,-3068.451439
"-2971.530357_-3168.451439",-2971.530357,-3168.451439
"-2971.530357_-3268.451439",-2971.530357,-3268.451439
"-2971.530357_-3368.451439",-2971.530357,-3368.451439
"-2971.530357_-3468.451439",-2971.530357,-3468.451439
"-2971.530357_-3568.451439",-2971.530357,-3568.451439
"-2971.530357_-3668.451439",-2971.530357,-3668.451439
"-2971.530357_-3768.451439",-2971.530357,-3768.451439
"-2971.530357_-3868.451439",-2971.530357,-3868.451439
"1081.2491028_-1097.509028",1081.2491028,-1097.509028
"1081.2491028_-197.509028",1081.2491028,-197.509028
"1081.2491028_-297.509028",1081.2491028,-297.509028
"1081.2491028_-397.509028",1081.2491028,-397.509028
"1081.2491028_-497.509028",1081.2491028,-497.509028
"1081.2491028_-597.509028",1081.2491028,-597.509028
"1081.2491028_-697.509028",1081.2491028,-697.509028
"1081.2491028_-797.509028",1081.2491028,-797.509028
"1081.2491028_-897.509028",1081.2491028,-897.509028
"1081.2491028_-97.5090279999999",1081.2491028,-97.5090279999999
"1081.2491028_-997.509028",1081.2491028,-997.509028
"1081.2491028_102.490972",1081.2491028,102.490972
"1081.2491028_2.49097200000006",1081.2491028,2.49097200000006
"1081.2491028_202.490972",1081.2491028,202.490972
"1081.2491028_302.490972",1081.2491028,302.490972
"1081.2491028_402.490972",1081.2491028,402.490972
"1181.2491028_-1097.509028",1181.2491028,-1097.509028
"1181.2491028_-197.509028",1181.2491028,-197.509028
"1181.2491028_-297.509028",1181.2491028,-297.509028
"1181.2491028_-397.509028",1181.2491028,-397.509028
"1181.2491028_-497.509028",1181.2491028,-497.509028
"1181.2491028_-597.509028",1181.2491028,-597.509028
"1181.2491028_-697.509028",1181.2491028,-697.509028
"1181.2491028_-797.509028",1181.2491028,-797.509028
"1181.2491028_-897.509028",1181.2491028,-897.509028
"1181.2491028_-97.5090279999999",1181.2491028,-97.5090279999999
"1181.2491028_-997.509028",1181.2491028,-997.509028
"1181.2491028_102.490972",1181.2491028,102.490972
"1181.2491028_2.49097200000006",1181.2491028,2.49097200000006
"1181.2491028_202.490972",1181.2491028,202.490972
"1181.2491028_302.490972",1181.2491028,302.490972
"1181.2491028_402.490972",1181.2491028,402.490972
"1281.2491028_-1097.509028",1281.2491028,-1097.509028
"1281.2491028_-197.509028",1281.2491028,-197.509028
"1281.2491028_-297.509028",1281.2491028,-297.509028
"1281.2491028_-397.509028",1281.2491028,-397.509028
"1281.2491028_-497.509028",1281.2491028,-497.509028
"1281.2491028_-597.509028",1281.2491028,-597.509028
"1281.2491028_-697.509028",1281.2491028,-697.509028
"1281.2491028_-797.509028",1281.2491028,-797.509028
"1281.2491028_-897.509028",1281.2491028,-897.509028
"1281.2491028_-97.5090279999999",1281.2491028,-97.5090279999999
"1281.2491028_-997.509028",1281.2491028,-997.509028
"1281.2491028_102.490972",1281.2491028,102.490972
"1281.2491028_2.49097200000006",1281.2491028,2.49097200000006
"1281.2491028_202.490972",1281.2491028,202.490972
"1281.2491028_302.490972",1281.2491028,302.490972
"1281.2491028_402.490972",1281.2491028,402.490972
"1381.2491028_-1097.509028",1381.2491028,-1097.509028
"1381.2491028_-197.509028",1381.2491028,-197.509028
"1381.2491028_-297.509028",1381.2491028,-297.509028
"1381.2491028_-397.509028",1381.2491028,-397.509028
"1381.2491028_-497.509028",1381.2491028,-497.509028
"1381.2491028_-597.509028",1381.2491028,-597.509028
"1381.2491028_-697.509028",1381.2491028,-697.509028
"1381.2491028_-797.509028",1381.2491028,-797.509028
"1381.2491028_-897.509028",1381.2491028,-897.509028
"1381.2491028_-97.5090279999999",1381.2491028,-97.5090279999999
"1381.2491028_-997.509028",1381.2491028,-997.509028
"1381.2491028_102.490972",1381.2491028,102.490972
"1381.2491028_2.49097200000006",1381.2491028,2.49097200000006
"1381.2491028_202.490972",1381.2491028,202.490972
"1381.2491028_302.490972",1381.2491028,302.490972
"1381.2491028_402.490972",1381.2491028,402.490972
"1481.2491028_-1097.509028",1481.2491028,-1097.509028
"1481.2491028_-197.509028",1481.2491028,-197.509028
"1481.2491028_-297.509028",1481.2491028,-297.509028
"1481.2491028_-397.509028",1481.2491028,-397.509028
"1481.2491028_-497.509028",1481.2491028,-497.509028
"1481.2491028_-597.509028",1481.2491028,-597.509028
"1481.2491028_-697.509028",1481.2491028,-697.509028
"1481.2491028_-797.509028",1481.2491028,-797.509028
"1481.2491028_-897.509028",1481.2491028,-897.509028
"1481.2491028_-97.5090279999999",1481.2491028,-97.5090279999999
"1481.2491028_-997.509028",1481.2491028,-997.509028
"1481.2491028_102.490972",1481.2491028,102.490972
"1481.2491028_2.49097200000006",1481.2491028,2.49097200000006
"1481.2491028_202.490972",1481.2491028,202.490972
"1481.2491028_302.490972",1481.2491028,302.490972
"1481.2491028_402.490972",1481.2491028,402.490972
"1581.2491028_-1097.509028",1581.2491028,-1097.509028
"1581.2491028_-197.509028",1581.2491028,-197.509028
"1581.2491028_-297.509028",1581.2491028,-297.509028
"1581.2491028_-397.509028",1581.2491028,-397.509028
"1581.2491028_-497.509028",1581.2491028,-497.509028
"1581.2491028_-597.509028",1581.2491028,-597.509028
"1581.2491028_-697.509028",1581.2491028,-697.509028
"1581.2491028_-797.509028",1581.2491028,-797.509028
"1581.2491028_-897.509028",1581.2491028,-897.509028
"1581.2491028_-97.5090279999999",1581.2491028,-97.5090279999999
"1581.2491028_-997.509028",1581.2491028,-997.509028
"1581.2491028_102.490972",1581.2491028,102.490972
"1581.2491028_2.49097200000006",1581.2491028,2.49097200000006
"1581.2491028_202.490972",1581.2491028,202.490972
"1581.2491028_302.490972",1581.2491028,302.490972
"1581.2491028_402.490972",1581.2491028,402.490972
"1681.2491028_-1097.509028",1681.2491028,-1097.509028
"1681.2491028_-197.509028",1681.2491028,-197.509028
"1681.2491028_-297.509028",1681.2491028,-297.509028
"1681.2491028_-397.509028",1681.2491028,-397.509028
"1681.2491028_-497.509028",1681.2491028,-497.509028
"1681.2491028_-597.509028",1681.2491028,-597.509028
"1681.2491028_-697.509028",1681.2491028,-697.509028
"1681.2491028_-797.509028",1681.2491028,-797.509028
"1681.2491028_-897.509028",1681.2491028,-897.509028
"1681.2491028_-97.5090279999999",1681.2491028,-97.5090279999999
"1681.2491028_-997.509028",1681.2491028,-997.509028
"1681.2491028_102.490972",1681.2491028,102.490972
"1681.2491028_2.49097200000006",1681.2491028,2.49097200000006
"1681.2491028_202.490972",1681.2491028,202.490972
"1681.2491028_302.490972",1681.2491028,302.490972
"1681.2491028_402.490972",1681.2491028,402.490972
"1781.2491028_-1097.509028",1781.2491028,-1097.509028
"1781.2491028_-197.509028",1781.2491028,-197.509028
"1781.2491028_-297.509028",1781.2491028,-297.509028
"1781.2491028_-397.509028",1781.2491028,-397.509028
"1781.2491028_-497.509028",1781.2491028,-497.509028
"1781.2491028_-597.509028",1781.2491028,-597.509028
"1781.2491028_-697.509028",1781.2491028,-697.509028
"1781.2491028_-797.509028",1781.2491028,-797.509028
"1781.2491028_-897.509028",1781.2491028,-897.509028
"1781.2491028_-97.5090279999999",1781.2491028,-97.5090279999999
"1781.2491028_-997.509028",1781.2491028,-997.509028
"1781.2491028_102.490972",1781.2491028,102.490972
"1781.2491028_2.49097200000006",1781.2491028,2.49097200000006
"1781.2491028_202.490972",1781.2491028,202.490972
"1781.2491028_302.490972",1781.2491028,302.490972
"1781.2491028_402.490972",1781.2491028,402.490972
"1881.2491028_-1097.509028",1881.2491028,-1097.509028
"1881.2491028_-197.509028",1881.2491028,-197.509028
"1881.2491028_-297.509028",1881.2491028,-297.509028
"1881.2491028_-397.509028",1881.2491028,-397.509028
"1881.2491028_-497.509028",1881.2491028,-497.509028
"1881.2491028_-597.509028",1881.2491028,-597.509028
"1881.2491028_-697.509028",1881.2491028,-697.509028
"1881.2491028_-797.509028",1881.2491028,-797.509028
"1881.2491028_-897.509028",1881.2491028,-897.509028
"1881.2491028_-97.5090279999999",1881.2491028,-97.5090279999999
"1881.2491028_-997.509028",1881.2491028,-997.509028
"1881.2491028_102.490972",1881.2491028,102.490972
"1881.2491028_2.49097200000006",1881.2491028,2.49097200000006
"1881.2491028_202.490972",1881.2491028,202.490972
"1881.2491028_302.490972",1881.2491028,302.490972
"1881.2491028_402.490972",1881.2491028,402.490972
"1981.2491028_-1097.509028",1981.2491028,-1097.509028
"1981.2491028_-197.509028",1981.2491028,-197.509028
"1981.2491028_-297.509028",1981.2491028,-297.509028
"1981.2491028_-397.509028",1981.2491028,-397.509028
"1981.2491028_-497.509028",1981.2491028,-497.509028
"1981.2491028_-597.509028",1981.2491028,-597.509028
"1981.2491028_-697.509028",1981.2491028,-697.509028
"1981.2491028_-797.509028",1981.2491028,-797.509028
"1981.2491028_-897.509028",1981.2491028,-897.509028
"1981.2491028_-97.5090279999999",1981.2491028,-97.5090279999999
"1981.2491028_-997.509028",1981.2491028,-997.509028
"1981.2491028_102.490972",1981.2491028,102.490972
"1981.2491028_2.49097200000006",1981.2491028,2.49097200000006
"1981.2491028_202.490972",1981.2491028,202.490972
"1981.2491028_302.490972",1981.2491028,302.490972
"1981.2491028_402.490972",1981.2491028,402.490972
"2081.2491028_-1097.509028",2081.2491028,-1097.509028
"2081.2491028_-197.509028",2081.2491028,-197.509028
"2081.2491028_-297.509028",2081.2491028,-297.509028
"2081.2491028_-397.509028",2081.2491028,-397.509028
"2081.2491028_-497.509028",2081.2491028,-497.509028
"2081.2491028_-597.509028",2081.2491028,-597.509028
"2081.2491028_-697.509028",2081.2491028,-697.509028
"2081.2491028_-797.509028",2081.2491028,-797.509028
"2081.2491028_-897.509028",2081.2491028,-897.509028
"2081.2491028_-97.5090279999999",2081.2491028,-97.5090279999999
"2081.2491028_-997.509028",2081.2491028,-997.509028
"2081.2491028_102.490972",2081.2491028,102.490972
"2081.2491028_2.49097200000006",2081.2491028,2.49097200000006
"2081.2491028_202.490972",2081.2491028,202.490972
"2081.2491028_302.490972",2081.2491028,302.490972
"2081.2491028_402.490972",2081.2491028,402.490972
"2181.2491028_-1097.509028",2181.2491028,-1097.509028
"2181.2491028_-197.509028",2181.2491028,-197.509028
"2181.2491028_-297.509028",2181.2491028,-297.509028
"2181.2491028_-397.509028",2181.2491028,-397.509028
"2181.2491028_-497.509028",2181.2491028,-497.509028
"2181.2491028_-597.509028",2181.2491028,-597.509028
"2181.2491028_-697.509028",2181.2491028,-697.509028
"2181.2491028_-797.509028",2181.2491028,-797.509028
"2181.2491028_-897.509028",2181.2491028,-897.509028
"2181.2491028_-97.5090279999999",2181.2491028,-97.5090279999999
"2181.2491028_-997.509028",2181.2491028,-997.509028
"2181.2491028_102.490972",2181.2491028,102.490972
"2181.2491028_2.49097200000006",2181.2491028,2.49097200000006
"2181.2491028_202.490972",2181.2491028,202.490972
"2181.2491028_302.490972",2181.2491028,302.490972
"2181.2491028_402.490972",2181.2491028,402.490972
"2281.2491028_-1097.509028",2281.2491028,-1097.509028
"2281.2491028_-197.509028",2281.2491028,-197.509028
"2281.2491028_-297.509028",2281.2491028,-297.509028
"2281.2491028_-397.509028",2281.2491028,-397.509028
"2281.2491028_-497.509028",2281.2491028,-497.509028
"2281.2491028_-597.509028",2281.2491028,-597.509028
"2281.2491028_-697.509028",2281.2491028,-697.509028
"2281.2491028_-797.509028",2281.2491028,-797.509028
"2281.2491028_-897.509028",2281.2491028,-897.509028
"2281.2491028_-97.5090279999999",2281.2491028,-97.5090279999999
"2281.2491028_-997.509028",2281.2491028,-997.509028
"2281.2491028_102.490972",2281.2491028,102.490972
"2281.2491028_2.49097200000006",2281.2491028,2.49097200000006
"2281.2491028_202.490972",2281.2491028,202.490972
"2281.2491028_302.490972",2281.2491028,302.490972
"2281.2491028_402.490972",2281.2491028,402.490972
"2381.2491028_-1097.509028",2381.2491028,-1097.509028
"2381.2491028_-197.509028",2381.2491028,-197.509028
"2381.2491028_-297.509028",2381.2491028,-297.509028
"2381.2491028_-397.509028",2381.2491028,-397.509028
"2381.2491028_-497.509028",2381.2491028,-497.509028
"2381.2491028_-597.509028",2381.2491028,-597.509028
"2381.2491028_-697.509028",2381.2491028,-697.509028
"2381.2491028_-797.509028",2381.2491028,-797.509028
"2381.2491028_-897.509028",2381.2491028,-897.509028
"2381.2491028_-97.5090279999999",2381.2491028,-97.5090279999999
"2381.2491028_-997.509028",2381.2491028,-997.509028
"2381.2491028_102.490972",2381.2491028,102.490972
"2381.2491028_2.49097200000006",2381.2491028,2.49097200000006
"2381.2491028_202.490972",2381.2491028,202.490972
"2381.2491028_302.490972",2381.2491028,302.490972
"2381.2491028_402.490972",2381.2491028,402.490972
"2481.2491028_-1097.509028",2481.2491028,-1097.509028
"2481.2491028_-197.509028",2481.2491028,-197.509028
"2481.2491028_-297.509028",2481.2491028,-297.509028
"2481.2491028_-397.509028",2481.2491028,-397.509028
"2481.2491028_-497.509028",2481.2491028,-497.509028
"2481.2491028_-597.509028",2481.2491028,-597.509028
"2481.2491028_-697.509028",2481.2491028,-697.509028
"2481.2491028_-797.509028",2481.2491028,-797.509028
"2481.2491028_-897.509028",2481.2491028,-897.509028
"2481.2491028_-97.5090279999999",2481.2491028,-97.5090279999999
"2481.2491028_-997.509028",2481.2491028,-997.509028
"2481.2491028_102.490972",2481.2491028,102.490972
"2481.2491028_2.49097200000006",2481.2491028,2.49097200000006
"2481.2491028_202.490972",2481.2491028,202.490972
"2481.2491028_302.490972",2481.2491028,302.490972
"2481.2491028_402.490972",2481.2491028,402.490972
"2581.2491028_-1097.509028",2581.2491028,-1097.509028
"2581.2491028_-197.509028",2581.2491028,-197.509028
"2581.2491028_-297.509028",2581.2491028,-297.509028
"2581.2491028_-397.509028",2581.2491028,-397.509028
"2581.2491028_-497.509028",2581.2491028,-497.509028
"2581.2491028_-597.509028",2581.2491028,-597.509028
"2581.2491028_-697.509028",2581.2491028,-697.509028
"2581.2491028_-797.509028",2581.2491028,-797.509028
"2581.2491028_-897.509028",2581.2491028,-897.509028
"2581.2491028_-97.5090279999999",2581.2491028,-97.5090279999999
"2581.2491028_-997.509028",2581.2491028,-997.509028
"2581.2491028_102.490972",2581.2491028,102.490972
"2581.2491028_2.49097200000006",2581.2491028,2.49097200000006
"2581.2491028_202.490972",2581.2491028,202.490972
"2581.2491028_302.490972",2581.2491028,302.490972
"2581.2491028_402.490972",2581.2491028,402.490972
"-1449.304398_-1.66951110000002",-1449.304398,-1.66951110000002
"-1449.304398_-101.6695111",-1449.304398,-101.6695111
"-1449.304398_-201.6695111",-1449.304398,-201.6695111
"-1449.304398_-301.6695111",-1449.304398,-301.6695111
"-1449.304398_-401.6695111",-1449.304398,-401.6695111
"-1449.304398_-501.6695111",-1449.304398,-501.6695111
"-1449.304398_-601.6695111",-1449.304398,-601.6695111
"-1449.304398_198.3304889",-1449.304398,198.3304889
"-1449.304398_298.3304889",-1449.304398,298.3304889
"-1449.304398_398.3304889",-1449.304398,398.3304889
"-1449.304398_498.3304889",-1449.304398,498.3304889
"-1449.304398_598.3304889",-1449.304398,598.3304889
"-1449.304398_698.3304889",-1449.304398,698.3304889
"-1449.304398_798.3304889",-1449.304398,798.3304889
"-1449.304398_898.3304889",-1449.304398,898.3304889
"-1449.304398_98.3304889",-1449.304398,98.3304889
"-1549.304398_-1.66951110000002",-1549.304398,-1.66951110000002
"-1549.304398_-101.6695111",-1549.304398,-101.6695111
"-1549.304398_-201.6695111",-1549.304398,-201.6695111
"-1549.304398_-301.6695111",-1549.304398,-301.6695111
"-1549.304398_-401.6695111",-1549.304398,-401.6695111
"-1549.304398_-501.6695111",-1549.304398,-501.6695111
"-1549.304398_-601.6695111",-1549.304398,-601.6695111
"-1549.304398_198.3304889",-1549.304398,198.3304889
"-1549.304398_298.3304889",-1549.304398,298.3304889
"-1549.304398_398.3304889",-1549.304398,398.3304889
"-1549.304398_498.3304889",-1549.304398,498.3304889
"-1549.304398_598.3304889",-1549.304398,598.3304889
"-1549.304398_698.3304889",-1549.304398,698.3304889
"-1549.304398_798.3304889",-1549.304398,798.3304889
"-1549.304398_898.3304889",-1549.304398,898.3304889
"-1549.304398_98.3304889",-1549.304398,98.3304889
"-1649.304398_-1.66951110000002",-1649.304398,-1.66951110000002
"-1649.304398_-101.6695111",-1649.304398,-101.6695111
"-1649.304398_-201.6695111",-1649.304398,-201.6695111
"-1649.304398_-301.6695111",-1649.304398,-301.6695111
"-1649.304398_-401.6695111",-1649.304398,-401.6695111
"-1649.304398_-501.6695111",-1649.304398,-501.6695111
"-1649.304398_-601.6695111",-1649.304398,-601.6695111
"-1649.304398_198.3304889",-1649.304398,198.3304889
"-1649.304398_298.3304889",-1649.304398,298.3304889
"-1649.304398_398.3304889",-1649.304398,398.3304889
"-1649.304398_498.3304889",-1649.304398,498.3304889
"-1649.304398_598.3304889",-1649.304398,598.3304889
"-1649.304398_698.3304889",-1649.304398,698.3304889
"-1649.304398_798.3304889",-1649.304398,798.3304889
"-1649.304398_898.3304889",-1649.304398,898.3304889
"-1649.304398_98.3304889",-1649.304398,98.3304889
"-1749.304398_-1.66951110000002",-1749.304398,-1.66951110000002
"-1749.304398_-101.6695111",-1749.304398,-101.6695111
"-1749.304398_-201.6695111",-1749.304398,-201.6695111
"-1749.304398_-301.6695111",-1749.304398,-301.6695111
"-1749.304398_-401.6695111",-1749.304398,-401.6695111
"-1749.304398_-501.6695111",-1749.304398,-501.6695111
"-1749.304398_-601.6695111",-1749.304398,-601.6695111
"-1749.304398_198.3304889",-1749.304398,198.3304889
"-1749.304398_298.3304889",-1749.304398,298.3304889
"-1749.304398_398.3304889",-1749.304398,398.3304889
"-1749.304398_498.3304889",-1749.304398,498.3304889
"-1749.304398_598.3304889",-1749.304398,598.3304889
"-1749.304398_698.3304889",-1749.304398,698.3304889
"-1749.304398_798.3304889",-1749.304398,798.3304889
"-1749.304398_898.3304889",-1749.304398,898.3304889
"-1749.304398_98.3304889",-1749.304398,98.3304889
"-1849.304398_-1.66951110000002",-1849.304398,-1.66951110000002
"-1849.304398_-101.6695111",-1849.304398,-101.6695111
"-1849.304398_-201.6695111",-1849.304398,-201.6695111
"-1849.304398_-301.6695111",-1849.304398,-301.6695111
"-1849.304398_-401.6695111",-1849.304398,-401.6695111
"-1849.304398_-501.6695111",-1849.304398,-501.6695111
"-1849.304398_-601.6695111",-1849.304398,-601.6695111
"-1849.304398_198.3304889",-1849.304398,198.3304889
"-1849.304398_298.3304889",-1849.304398,298.3304889
"-1849.304398_398.3304889",-1849.304398,398.3304889
"-1849.304398_498.3304889",-1849.304398,498.3304889
"-1849.304398_598.3304889",-1849.304398,598.3304889
"-1849.304398_698.3304889",-1849.304398,698.3304889
"-1849.304398_798.3304889",-1849.304398,798.3304889
"-1849.304398_898.3304889",-1849.304398,898.3304889
"-1849.304398_98.3304889",-1849.304398,98.3304889
"-1949.304398_-1.66951110000002",-1949.304398,-1.66951110000002
"-1949.304398_-101.6695111",-1949.304398,-101.6695111
"-1949.304398_-201.6695111",-1949.304398,-201.6695111
"-1949.304398_-301.6695111",-1949.304398,-301.6695111
"-1949.304398_-401.6695111",-1949.304398,-401.6695111
"-1949.304398_-501.6695111",-1949.304398,-501.6695111
"-1949.304398_-601.6695111",-1949.304398,-601.6695111
"-1949.304398_198.3304889",-1949.304398,198.3304889
"-1949.304398_298.3304889",-1949.304398,298.3304889
"-1949.304398_398.3304889",-1949.304398,398.3304889
"-1949.304398_498.3304889",-1949.304398,498.3304889
"-1949.304398_598.3304889",-1949.304398,598.3304889
"-1949.304398_698.3304889",-1949.304398,698.3304889
"-1949.304398_798.3304889",-1949.304398,798.3304889
"-1949.304398_898.3304889",-1949.304398,898.3304889
"-1949.304398_98.3304889",-1949.304398,98.3304889
"-2049.304398_-1.66951110000002",-2049.304398,-1.66951110000002
"-2049.304398_-101.6695111",-2049.304398,-101.6695111
"-2049.304398_-201.6695111",-2049.304398,-201.6695111
"-2049.304398_-301.6695111",-2049.304398,-301.6695111
"-2049.304398_-401.6695111",-2049.304398,-401.6695111
"-2049.304398_-501.6695111",-2049.304398,-501.6695111
"-2049.304398_-601.6695111",-2049.304398,-601.6695111
"-2049.304398_198.3304889",-2049.304398,198.3304889
"-2049.304398_298.3304889",-2049.304398,298.3304889
"-2049.304398_398.3304889",-2049.304398,398.3304889
"-2049.304398_498.3304889",-2049.304398,498.3304889
"-2049.304398_598.3304889",-2049.304398,598.3304889
"-2049.304398_698.3304889",-2049.304398,698.3304889
"-2049.304398_798.3304889",-2049.304398,798.3304889
"-2049.304398_898.3304889",-2049.304398,898.3304889
"-2049.304398_98.3304889",-2049.304398,98.3304889
"-2149.304398_-1.66951110000002",-2149.304398,-1.66951110000002
"-2149.304398_-101.6695111",-2149.304398,-101.6695111
"-2149.304398_-201.6695111",-2149.304398,-201.6695111
"-2149.304398_-301.6695111",-2149.304398,-301.6695111
"-2149.304398_-401.6695111",-2149.304398,-401.6695111
"-2149.304398_-501.6695111",-2149.304398,-501.6695111
"-2149.304398_-601.6695111",-2149.304398,-601.6695111
"-2149.304398_198.3304889",-2149.304398,198.3304889
"-2149.304398_298.3304889",-2149.304398,298.3304889
"-2149.304398_398.3304889",-2149.304398,398.3304889
"-2149.304398_498.3304889",-2149.304398,498.3304889
"-2149.304398_598.3304889",-2149.304398,598.3304889
"-2149.304398_698.3304889",-2149.304398,698.3304889
"-2149.304398_798.3304889",-2149.304398,798.3304889
"-2149.304398_898.3304889",-2149.304398,898.3304889
"-2149.304398_98.3304889",-2149.304398,98.3304889
"-2249.304398_-1.66951110000002",-2249.304398,-1.66951110000002
"-2249.304398_-101.6695111",-2249.304398,-101.6695111
"-2249.304398_-201.6695111",-2249.304398,-201.6695111
"-2249.304398_-301.6695111",-2249.304398,-301.6695111
"-2249.304398_-401.6695111",-2249.304398,-401.6695111
"-2249.304398_-501.6695111",-2249.304398,-501.6695111
"-2249.304398_-601.6695111",-2249.304398,-601.6695111
"-2249.304398_198.3304889",-2249.304398,198.3304889
"-2249.304398_298.3304889",-2249.304398,298.3304889
"-2249.304398_398.3304889",-2249.304398,398.3304889
"-2249.304398_498.3304889",-2249.304398,498.3304889
"-2249.304398_598.3304889",-2249.304398,598.3304889
"-2249.304398_698.3304889",-2249.304398,698.3304889
"-2249.304398_798.3304889",-2249.304398,798.3304889
"-2249.304398_898.3304889",-2249.304398,898.3304889
"-2249.304398_98.3304889",-2249.304398,98.3304889
"-2349.304398_-1.66951110000002",-2349.304398,-1.66951110000002
"-2349.304398_-101.6695111",-2349.304398,-101.6695111
"-2349.304398_-201.6695111",-2349.304398,-201.6695111
"-2349.304398_-301.6695111",-2349.304398,-301.6695111
"-2349.304398_-401.6695111",-2349.304398,-401.6695111
"-2349.304398_-501.6695111",-2349.304398,-501.6695111
"-2349.304398_-601.6695111",-2349.304398,-601.6695111
"-2349.304398_198.3304889",-2349.304398,198.3304889
"-2349.304398_298.3304889",-2349.304398,298.3304889
"-2349.304398_398.3304889",-2349.304398,398.3304889
"-2349.304398_498.3304889",-2349.304398,498.3304889
"-2349.304398_598.3304889",-2349.304398,598.3304889
"-2349.304398_698.3304889",-2349.304398,698.3304889
"-2349.304398_798.3304889",-2349.304398,798.3304889
"-2349.304398_898.3304889",-2349.304398,898.3304889
"-2349.304398_98.3304889",-2349.304398,98.3304889
"-2449.304398_-1.66951110000002",-2449.304398,-1.66951110000002
"-2449.304398_-101.6695111",-2449.304398,-101.6695111
"-2449.304398_-201.6695111",-2449.304398,-201.6695111
"-2449.304398_-301.6695111",-2449.304398,-301.6695111
"-2449.304398_-401.6695111",-2449.304398,-401.6695111
"-2449.304398_-501.6695111",-2449.304398,-501.6695111
"-2449.304398_-601.6695111",-2449.304398,-601.6695111
"-2449.304398_198.3304889",-2449.304398,198.3304889
"-2449.304398_298.3304889",-2449.304398,298.3304889
"-2449.304398_398.3304889",-2449.304398,398.3304889
"-2449.304398_498.3304889",-2449.304398,498.3304889
"-2449.304398_598.3304889",-2449.304398,598.3304889
"-2449.304398_698.3304889",-2449.304398,698.3304889
"-2449.304398_798.3304889",-2449.304398,798.3304889
"-2449.304398_898.3304889",-2449.304398,898.3304889
"-2449.304398_98.3304889",-2449.304398,98.3304889
"-2549.304398_-1.66951110000002",-2549.304398,-1.66951110000002
"-2549.304398_-101.6695111",-2549.304398,-101.6695111
"-2549.304398_-201.6695111",-2549.304398,-201.6695111
"-2549.304398_-301.6695111",-2549.304398,-301.6695111
"-2549.304398_-401.6695111",-2549.304398,-401.6695111
"-2549.304398_-501.6695111",-2549.304398,-501.6695111
"-2549.304398_-601.6695111",-2549.304398,-601.6695111
"-2549.304398_198.3304889",-2549.304398,198.3304889
"-2549.304398_298.3304889",-2549.304398,298.3304889
"-2549.304398_398.3304889",-2549.304398,398.3304889
"-2549.304398_498.3304889",-2549.304398,498.3304889
"-2549.304398_598.3304889",-2549.304398,598.3304889
"-2549.304398_698.3304889",-2549.304398,698.3304889
"-2549.304398_798.3304889",-2549.304398,798.3304889
"-2549.304398_898.3304889",-2549.304398,898.3304889
"-2549.304398_98.3304889",-2549.304398,98.3304889
"-2649.304398_-1.66951110000002",-2649.304398,-1.66951110000002
"-2649.304398_-101.6695111",-2649.304398,-101.6695111
"-2649.304398_-201.6695111",-2649.304398,-201.6695111
"-2649.304398_-301.6695111",-2649.304398,-301.6695111
"-2649.304398_-401.6695111",-2649.304398,-401.6695111
"-2649.304398_-501.6695111",-2649.304398,-501.6695111
"-2649.304398_-601.6695111",-2649.304398,-601.6695111
"-2649.304398_198.3304889",-2649.304398,198.3304889
"-2649.304398_298.3304889",-2649.304398,298.3304889
"-2649.304398_398.3304889",-2649.304398,398.3304889
"-2649.304398_498.3304889",-2649.304398,498.3304889
"-2649.304398_598.3304889",-2649.304398,598.3304889
"-2649.304398_698.3304889",-2649.304398,698.3304889
"-2649.304398_798.3304889",-2649.304398,798.3304889
"-2649.304398_898.3304889",-2649.304398,898.3304889
"-2649.304398_98.3304889",-2649.304398,98.3304889
"-2749.304398_-1.66951110000002",-2749.304398,-1.66951110000002
"-2749.304398_-101.6695111",-2749.304398,-101.6695111
"-2749.304398_-201.6695111",-2749.304398,-201.6695111
"-2749.304398_-301.6695111",-2749.304398,-301.6695111
"-2749.304398_-401.6695111",-2749.304398,-401.6695111
"-2749.304398_-501.6695111",-2749.304398,-501.6695111
"-2749.304398_-601.6695111",-2749.304398,-601.6695111
"-2749.304398_198.3304889",-2749.304398,198.3304889
"-2749.304398_298.3304889",-2749.304398,298.3304889
"-2749.304398_398.3304889",-2749.304398,398.3304889
"-2749.304398_498.3304889",-2749.304398,498.3304889
"-2749.304398_598.3304889",-2749.304398,598.3304889
"-2749.304398_698.3304889",-2749.304398,698.3304889
"-2749.304398_798.3304889",-2749.304398,798.3304889
"-2749.304398_898.3304889",-2749.304398,898.3304889
"-2749.304398_98.3304889",-2749.304398,98.3304889
"-2849.304398_-1.66951110000002",-2849.304398,-1.66951110000002
"-2849.304398_-101.6695111",-2849.304398,-101.6695111
"-2849.304398_-201.6695111",-2849.304398,-201.6695111
