"","X","Y"
"-2058.421126_-1796.041291",-2058.421126,-1796.041291
"-2058.421126_-1896.041291",-2058.421126,-1896.041291
"-2058.421126_-1996.041291",-2058.421126,-1996.041291
"-2058.421126_-2096.041291",-2058.421126,-2096.041291
"-2058.421126_-2196.041291",-2058.421126,-2196.041291
"-2058.421126_-2296.041291",-2058.421126,-2296.041291
"-2058.421126_-2396.041291",-2058.421126,-2396.041291
"-2058.421126_-2496.041291",-2058.421126,-2496.041291
"-2058.421126_-2596.041291",-2058.421126,-2596.041291
"-2058.421126_-2696.041291",-2058.421126,-2696.041291
"-2058.421126_-2796.041291",-2058.421126,-2796.041291
"-2058.421126_-2896.041291",-2058.421126,-2896.041291
"-2058.421126_-2996.041291",-2058.421126,-2996.041291
"-2158.421126_-1496.041291",-2158.421126,-1496.041291
"-2158.421126_-1596.041291",-2158.421126,-1596.041291
"-2158.421126_-1696.041291",-2158.421126,-1696.041291
"-2158.421126_-1796.041291",-2158.421126,-1796.041291
"-2158.421126_-1896.041291",-2158.421126,-1896.041291
"-2158.421126_-1996.041291",-2158.421126,-1996.041291
"-2158.421126_-2096.041291",-2158.421126,-2096.041291
"-2158.421126_-2196.041291",-2158.421126,-2196.041291
"-2158.421126_-2296.041291",-2158.421126,-2296.041291
"-2158.421126_-2396.041291",-2158.421126,-2396.041291
"-2158.421126_-2496.041291",-2158.421126,-2496.041291
"-2158.421126_-2596.041291",-2158.421126,-2596.041291
"-2158.421126_-2696.041291",-2158.421126,-2696.041291
"-2158.421126_-2796.041291",-2158.421126,-2796.041291
"-2158.421126_-2896.041291",-2158.421126,-2896.041291
"-2158.421126_-2996.041291",-2158.421126,-2996.041291
"-2258.421126_-1496.041291",-2258.421126,-1496.041291
"-2258.421126_-1596.041291",-2258.421126,-1596.041291
"-2258.421126_-1696.041291",-2258.421126,-1696.041291
"-2258.421126_-1796.041291",-2258.421126,-1796.041291
"-2258.421126_-1896.041291",-2258.421126,-1896.041291
"-2258.421126_-1996.041291",-2258.421126,-1996.041291
"-2258.421126_-2096.041291",-2258.421126,-2096.041291
"-2258.421126_-2196.041291",-2258.421126,-2196.041291
"-2258.421126_-2296.041291",-2258.421126,-2296.041291
"-2258.421126_-2396.041291",-2258.421126,-2396.041291
"-2258.421126_-2496.041291",-2258.421126,-2496.041291
"-2258.421126_-2596.041291",-2258.421126,-2596.041291
"-2258.421126_-2696.041291",-2258.421126,-2696.041291
"-2258.421126_-2796.041291",-2258.421126,-2796.041291
"-2258.421126_-2896.041291",-2258.421126,-2896.041291
"-2258.421126_-2996.041291",-2258.421126,-2996.041291
"-2358.421126_-1496.041291",-2358.421126,-1496.041291
"-2358.421126_-1596.041291",-2358.421126,-1596.041291
"-2358.421126_-1696.041291",-2358.421126,-1696.041291
"-2358.421126_-1796.041291",-2358.421126,-1796.041291
"-2358.421126_-1896.041291",-2358.421126,-1896.041291
"-2358.421126_-1996.041291",-2358.421126,-1996.041291
"-2358.421126_-2096.041291",-2358.421126,-2096.041291
"-2358.421126_-2196.041291",-2358.421126,-2196.041291
"-2358.421126_-2296.041291",-2358.421126,-2296.041291
"-2358.421126_-2396.041291",-2358.421126,-2396.041291
"-2358.421126_-2496.041291",-2358.421126,-2496.041291
"-2358.421126_-2596.041291",-2358.421126,-2596.041291
"-2358.421126_-2696.041291",-2358.421126,-2696.041291
"-2358.421126_-2796.041291",-2358.421126,-2796.041291
"-2358.421126_-2896.041291",-2358.421126,-2896.041291
"-2358.421126_-2996.041291",-2358.421126,-2996.041291
"-2458.421126_-1496.041291",-2458.421126,-1496.041291
"-2458.421126_-1596.041291",-2458.421126,-1596.041291
"-2458.421126_-1696.041291",-2458.421126,-1696.041291
"-2458.421126_-1796.041291",-2458.421126,-1796.041291
"-2458.421126_-1896.041291",-2458.421126,-1896.041291
"-2458.421126_-1996.041291",-2458.421126,-1996.041291
"-2458.421126_-2096.041291",-2458.421126,-2096.041291
"-2458.421126_-2196.041291",-2458.421126,-2196.041291
"-2458.421126_-2296.041291",-2458.421126,-2296.041291
"-2458.421126_-2396.041291",-2458.421126,-2396.041291
"-2458.421126_-2496.041291",-2458.421126,-2496.041291
"-2458.421126_-2596.041291",-2458.421126,-2596.041291
"-2458.421126_-2696.041291",-2458.421126,-2696.041291
"-2458.421126_-2796.041291",-2458.421126,-2796.041291
"-2458.421126_-2896.041291",-2458.421126,-2896.041291
"-2458.421126_-2996.041291",-2458.421126,-2996.041291
"-2558.421126_-1496.041291",-2558.421126,-1496.041291
"-2558.421126_-1596.041291",-2558.421126,-1596.041291
"-2558.421126_-1696.041291",-2558.421126,-1696.041291
"-2558.421126_-1796.041291",-2558.421126,-1796.041291
"-2558.421126_-1896.041291",-2558.421126,-1896.041291
"-2558.421126_-1996.041291",-2558.421126,-1996.041291
"-2558.421126_-2096.041291",-2558.421126,-2096.041291
"-2558.421126_-2196.041291",-2558.421126,-2196.041291
"-2558.421126_-2296.041291",-2558.421126,-2296.041291
"-2558.421126_-2396.041291",-2558.421126,-2396.041291
"-2558.421126_-2496.041291",-2558.421126,-2496.041291
"-2558.421126_-2596.041291",-2558.421126,-2596.041291
"-2558.421126_-2696.041291",-2558.421126,-2696.041291
"-2558.421126_-2796.041291",-2558.421126,-2796.041291
"-2558.421126_-2896.041291",-2558.421126,-2896.041291
"-2558.421126_-2996.041291",-2558.421126,-2996.041291
"-2658.421126_-1496.041291",-2658.421126,-1496.041291
"-2658.421126_-1596.041291",-2658.421126,-1596.041291
"-2658.421126_-1696.041291",-2658.421126,-1696.041291
"-2658.421126_-1796.041291",-2658.421126,-1796.041291
"-2658.421126_-1896.041291",-2658.421126,-1896.041291
"-2658.421126_-1996.041291",-2658.421126,-1996.041291
"-2658.421126_-2096.041291",-2658.421126,-2096.041291
"-2658.421126_-2196.041291",-2658.421126,-2196.041291
"-2658.421126_-2296.041291",-2658.421126,-2296.041291
"-2658.421126_-2396.041291",-2658.421126,-2396.041291
"-2658.421126_-2496.041291",-2658.421126,-2496.041291
"-2658.421126_-2596.041291",-2658.421126,-2596.041291
"-2658.421126_-2696.041291",-2658.421126,-2696.041291
"-2658.421126_-2796.041291",-2658.421126,-2796.041291
"-2658.421126_-2896.041291",-2658.421126,-2896.041291
"-2658.421126_-2996.041291",-2658.421126,-2996.041291
"-2758.421126_-1496.041291",-2758.421126,-1496.041291
"-2758.421126_-1596.041291",-2758.421126,-1596.041291
"-2758.421126_-1696.041291",-2758.421126,-1696.041291
"-2758.421126_-1796.041291",-2758.421126,-1796.041291
"-2758.421126_-1896.041291",-2758.421126,-1896.041291
"-2758.421126_-1996.041291",-2758.421126,-1996.041291
"-2758.421126_-2096.041291",-2758.421126,-2096.041291
"-2758.421126_-2196.041291",-2758.421126,-2196.041291
"-2758.421126_-2296.041291",-2758.421126,-2296.041291
"-2758.421126_-2396.041291",-2758.421126,-2396.041291
"-2758.421126_-2496.041291",-2758.421126,-2496.041291
"-2758.421126_-2596.041291",-2758.421126,-2596.041291
"-2758.421126_-2696.041291",-2758.421126,-2696.041291
"-2758.421126_-2796.041291",-2758.421126,-2796.041291
"-2758.421126_-2896.041291",-2758.421126,-2896.041291
"-2758.421126_-2996.041291",-2758.421126,-2996.041291
"-2858.421126_-1496.041291",-2858.421126,-1496.041291
"-2858.421126_-1596.041291",-2858.421126,-1596.041291
"-2858.421126_-1696.041291",-2858.421126,-1696.041291
"-2858.421126_-1796.041291",-2858.421126,-1796.041291
"-2858.421126_-1896.041291",-2858.421126,-1896.041291
"-2858.421126_-1996.041291",-2858.421126,-1996.041291
"-2858.421126_-2096.041291",-2858.421126,-2096.041291
"-2858.421126_-2196.041291",-2858.421126,-2196.041291
"-2858.421126_-2296.041291",-2858.421126,-2296.041291
"-2858.421126_-2396.041291",-2858.421126,-2396.041291
"-2858.421126_-2496.041291",-2858.421126,-2496.041291
"-2858.421126_-2596.041291",-2858.421126,-2596.041291
"-2858.421126_-2696.041291",-2858.421126,-2696.041291
"-2858.421126_-2796.041291",-2858.421126,-2796.041291
"-2858.421126_-2896.041291",-2858.421126,-2896.041291
"-2858.421126_-2996.041291",-2858.421126,-2996.041291
"-2958.421126_-1496.041291",-2958.421126,-1496.041291
"-2958.421126_-1596.041291",-2958.421126,-1596.041291
"-2958.421126_-1696.041291",-2958.421126,-1696.041291
"-2958.421126_-1796.041291",-2958.421126,-1796.041291
"-2958.421126_-1896.041291",-2958.421126,-1896.041291
"-2958.421126_-1996.041291",-2958.421126,-1996.041291
"-2958.421126_-2096.041291",-2958.421126,-2096.041291
"-2958.421126_-2196.041291",-2958.421126,-2196.041291
"-2958.421126_-2296.041291",-2958.421126,-2296.041291
"-2958.421126_-2396.041291",-2958.421126,-2396.041291
"-2958.421126_-2496.041291",-2958.421126,-2496.041291
"-2958.421126_-2596.041291",-2958.421126,-2596.041291
"-2958.421126_-2696.041291",-2958.421126,-2696.041291
"-2958.421126_-2796.041291",-2958.421126,-2796.041291
"-2958.421126_-2896.041291",-2958.421126,-2896.041291
"-2958.421126_-2996.041291",-2958.421126,-2996.041291
"-3058.421126_-1496.041291",-3058.421126,-1496.041291
"-3058.421126_-1596.041291",-3058.421126,-1596.041291
"-3058.421126_-1696.041291",-3058.421126,-1696.041291
"-3058.421126_-1796.041291",-3058.421126,-1796.041291
"-3058.421126_-1896.041291",-3058.421126,-1896.041291
"-3058.421126_-1996.041291",-3058.421126,-1996.041291
"-3058.421126_-2096.041291",-3058.421126,-2096.041291
"-3058.421126_-2196.041291",-3058.421126,-2196.041291
"-3058.421126_-2296.041291",-3058.421126,-2296.041291
"-3058.421126_-2396.041291",-3058.421126,-2396.041291
"-3058.421126_-2496.041291",-3058.421126,-2496.041291
"-3058.421126_-2596.041291",-3058.421126,-2596.041291
"-3058.421126_-2696.041291",-3058.421126,-2696.041291
"-3058.421126_-2796.041291",-3058.421126,-2796.041291
"-3058.421126_-2896.041291",-3058.421126,-2896.041291
"-3058.421126_-2996.041291",-3058.421126,-2996.041291
"-3158.421126_-1496.041291",-3158.421126,-1496.041291
"-3158.421126_-1596.041291",-3158.421126,-1596.041291
"-3158.421126_-1696.041291",-3158.421126,-1696.041291
"-3158.421126_-1796.041291",-3158.421126,-1796.041291
"-3158.421126_-1896.041291",-3158.421126,-1896.041291
"-3158.421126_-1996.041291",-3158.421126,-1996.041291
"-3158.421126_-2096.041291",-3158.421126,-2096.041291
"-3158.421126_-2196.041291",-3158.421126,-2196.041291
"-3158.421126_-2296.041291",-3158.421126,-2296.041291
"-3158.421126_-2396.041291",-3158.421126,-2396.041291
"-3158.421126_-2496.041291",-3158.421126,-2496.041291
"-3158.421126_-2596.041291",-3158.421126,-2596.041291
"-3158.421126_-2696.041291",-3158.421126,-2696.041291
"-3158.421126_-2796.041291",-3158.421126,-2796.041291
"-3158.421126_-2896.041291",-3158.421126,-2896.041291
"-3158.421126_-2996.041291",-3158.421126,-2996.041291
"-3258.421126_-1496.041291",-3258.421126,-1496.041291
"-3258.421126_-1596.041291",-3258.421126,-1596.041291
"-3258.421126_-1696.041291",-3258.421126,-1696.041291
"-3258.421126_-1796.041291",-3258.421126,-1796.041291
"-3258.421126_-1896.041291",-3258.421126,-1896.041291
"-3258.421126_-1996.041291",-3258.421126,-1996.041291
"-3258.421126_-2096.041291",-3258.421126,-2096.041291
"-3258.421126_-2196.041291",-3258.421126,-2196.041291
"-3258.421126_-2296.041291",-3258.421126,-2296.041291
"-3258.421126_-2396.041291",-3258.421126,-2396.041291
"-3258.421126_-2496.041291",-3258.421126,-2496.041291
"-3258.421126_-2596.041291",-3258.421126,-2596.041291
"-3258.421126_-2696.041291",-3258.421126,-2696.041291
"-3258.421126_-2796.041291",-3258.421126,-2796.041291
"-3258.421126_-2896.041291",-3258.421126,-2896.041291
"-3258.421126_-2996.041291",-3258.421126,-2996.041291
"-3358.421126_-1496.041291",-3358.421126,-1496.041291
"-3358.421126_-1596.041291",-3358.421126,-1596.041291
"-3358.421126_-1696.041291",-3358.421126,-1696.041291
"-3358.421126_-1796.041291",-3358.421126,-1796.041291
"-3358.421126_-1896.041291",-3358.421126,-1896.041291
"-3358.421126_-1996.041291",-3358.421126,-1996.041291
"-3358.421126_-2096.041291",-3358.421126,-2096.041291
"-3358.421126_-2196.041291",-3358.421126,-2196.041291
"-3358.421126_-2296.041291",-3358.421126,-2296.041291
"-3358.421126_-2396.041291",-3358.421126,-2396.041291
"-3358.421126_-2496.041291",-3358.421126,-2496.041291
"-3358.421126_-2596.041291",-3358.421126,-2596.041291
"-3358.421126_-2696.041291",-3358.421126,-2696.041291
"-3358.421126_-2796.041291",-3358.421126,-2796.041291
"-3358.421126_-2896.041291",-3358.421126,-2896.041291
"-3358.421126_-2996.041291",-3358.421126,-2996.041291
"1077.1239951_-1607.857618",1077.1239951,-1607.857618
"1077.1239951_-1707.857618",1077.1239951,-1707.857618
"1077.1239951_-1807.857618",1077.1239951,-1807.857618
"1077.1239951_-1907.857618",1077.1239951,-1907.857618
"1077.1239951_-2007.857618",1077.1239951,-2007.857618
"1077.1239951_-2107.857618",1077.1239951,-2107.857618
"1077.1239951_-2207.857618",1077.1239951,-2207.857618
"1077.1239951_-2307.857618",1077.1239951,-2307.857618
"1077.1239951_-2407.857618",1077.1239951,-2407.857618
"1077.1239951_-2507.857618",1077.1239951,-2507.857618
"1077.1239951_-2607.857618",1077.1239951,-2607.857618
"1077.1239951_-2707.857618",1077.1239951,-2707.857618
"1077.1239951_-2807.857618",1077.1239951,-2807.857618
"1077.1239951_-2907.857618",1077.1239951,-2907.857618
"1077.1239951_-3007.857618",1077.1239951,-3007.857618
"1077.1239951_-3107.857618",1077.1239951,-3107.857618
"1177.1239951_-1607.857618",1177.1239951,-1607.857618
"1177.1239951_-1707.857618",1177.1239951,-1707.857618
"1177.1239951_-1807.857618",1177.1239951,-1807.857618
"1177.1239951_-1907.857618",1177.1239951,-1907.857618
"1177.1239951_-2007.857618",1177.1239951,-2007.857618
"1177.1239951_-2107.857618",1177.1239951,-2107.857618
"1177.1239951_-2207.857618",1177.1239951,-2207.857618
"1177.1239951_-2307.857618",1177.1239951,-2307.857618
"1177.1239951_-2407.857618",1177.1239951,-2407.857618
"1177.1239951_-2507.857618",1177.1239951,-2507.857618
"1177.1239951_-2607.857618",1177.1239951,-2607.857618
"1177.1239951_-2707.857618",1177.1239951,-2707.857618
"1177.1239951_-2807.857618",1177.1239951,-2807.857618
"1177.1239951_-2907.857618",1177.1239951,-2907.857618
"1177.1239951_-3007.857618",1177.1239951,-3007.857618
"1177.1239951_-3107.857618",1177.1239951,-3107.857618
"1277.1239951_-1607.857618",1277.1239951,-1607.857618
"1277.1239951_-1707.857618",1277.1239951,-1707.857618
"1277.1239951_-1807.857618",1277.1239951,-1807.857618
"1277.1239951_-1907.857618",1277.1239951,-1907.857618
"1277.1239951_-2007.857618",1277.1239951,-2007.857618
"1277.1239951_-2107.857618",1277.1239951,-2107.857618
"1277.1239951_-2207.857618",1277.1239951,-2207.857618
"1277.1239951_-2307.857618",1277.1239951,-2307.857618
"1277.1239951_-2407.857618",1277.1239951,-2407.857618
"1277.1239951_-2507.857618",1277.1239951,-2507.857618
"1277.1239951_-2607.857618",1277.1239951,-2607.857618
"1277.1239951_-2707.857618",1277.1239951,-2707.857618
"1277.1239951_-2807.857618",1277.1239951,-2807.857618
"1277.1239951_-2907.857618",1277.1239951,-2907.857618
"1277.1239951_-3007.857618",1277.1239951,-3007.857618
"1277.1239951_-3107.857618",1277.1239951,-3107.857618
"1377.1239951_-1607.857618",1377.1239951,-1607.857618
"1377.1239951_-1707.857618",1377.1239951,-1707.857618
"1377.1239951_-1807.857618",1377.1239951,-1807.857618
"1377.1239951_-1907.857618",1377.1239951,-1907.857618
"1377.1239951_-2007.857618",1377.1239951,-2007.857618
"1377.1239951_-2107.857618",1377.1239951,-2107.857618
"1377.1239951_-2207.857618",1377.1239951,-2207.857618
"1377.1239951_-2307.857618",1377.1239951,-2307.857618
"1377.1239951_-2407.857618",1377.1239951,-2407.857618
"1377.1239951_-2507.857618",1377.1239951,-2507.857618
"1377.1239951_-2607.857618",1377.1239951,-2607.857618
"1377.1239951_-2707.857618",1377.1239951,-2707.857618
"1377.1239951_-2807.857618",1377.1239951,-2807.857618
"1377.1239951_-2907.857618",1377.1239951,-2907.857618
"1377.1239951_-3007.857618",1377.1239951,-3007.857618
"1377.1239951_-3107.857618",1377.1239951,-3107.857618
"1477.1239951_-1607.857618",1477.1239951,-1607.857618
"1477.1239951_-1707.857618",1477.1239951,-1707.857618
"1477.1239951_-1807.857618",1477.1239951,-1807.857618
"1477.1239951_-1907.857618",1477.1239951,-1907.857618
"1477.1239951_-2007.857618",1477.1239951,-2007.857618
"1477.1239951_-2107.857618",1477.1239951,-2107.857618
"1477.1239951_-2207.857618",1477.1239951,-2207.857618
"1477.1239951_-2307.857618",1477.1239951,-2307.857618
"1477.1239951_-2407.857618",1477.1239951,-2407.857618
"1477.1239951_-2507.857618",1477.1239951,-2507.857618
"1477.1239951_-2607.857618",1477.1239951,-2607.857618
"1477.1239951_-2707.857618",1477.1239951,-2707.857618
"1477.1239951_-2807.857618",1477.1239951,-2807.857618
"1477.1239951_-2907.857618",1477.1239951,-2907.857618
"1477.1239951_-3007.857618",1477.1239951,-3007.857618
"1477.1239951_-3107.857618",1477.1239951,-3107.857618
"1577.1239951_-1607.857618",1577.1239951,-1607.857618
"1577.1239951_-1707.857618",1577.1239951,-1707.857618
"1577.1239951_-1807.857618",1577.1239951,-1807.857618
"1577.1239951_-1907.857618",1577.1239951,-1907.857618
"1577.1239951_-2007.857618",1577.1239951,-2007.857618
"1577.1239951_-2107.857618",1577.1239951,-2107.857618
"1577.1239951_-2207.857618",1577.1239951,-2207.857618
"1577.1239951_-2307.857618",1577.1239951,-2307.857618
"1577.1239951_-2407.857618",1577.1239951,-2407.857618
"1577.1239951_-2507.857618",1577.1239951,-2507.857618
"1577.1239951_-2607.857618",1577.1239951,-2607.857618
"1577.1239951_-2707.857618",1577.1239951,-2707.857618
"1577.1239951_-2807.857618",1577.1239951,-2807.857618
"1577.1239951_-2907.857618",1577.1239951,-2907.857618
"1577.1239951_-3007.857618",1577.1239951,-3007.857618
"1577.1239951_-3107.857618",1577.1239951,-3107.857618
"1677.1239951_-1607.857618",1677.1239951,-1607.857618
"1677.1239951_-1707.857618",1677.1239951,-1707.857618
"1677.1239951_-1807.857618",1677.1239951,-1807.857618
"1677.1239951_-1907.857618",1677.1239951,-1907.857618
"1677.1239951_-2007.857618",1677.1239951,-2007.857618
"1677.1239951_-2107.857618",1677.1239951,-2107.857618
"1677.1239951_-2207.857618",1677.1239951,-2207.857618
"1677.1239951_-2307.857618",1677.1239951,-2307.857618
"1677.1239951_-2407.857618",1677.1239951,-2407.857618
"1677.1239951_-2507.857618",1677.1239951,-2507.857618
"1677.1239951_-2607.857618",1677.1239951,-2607.857618
"1677.1239951_-2707.857618",1677.1239951,-2707.857618
"1677.1239951_-2807.857618",1677.1239951,-2807.857618
"1677.1239951_-2907.857618",1677.1239951,-2907.857618
"1677.1239951_-3007.857618",1677.1239951,-3007.857618
"1677.1239951_-3107.857618",1677.1239951,-3107.857618
"1777.1239951_-1607.857618",1777.1239951,-1607.857618
"1777.1239951_-1707.857618",1777.1239951,-1707.857618
"1777.1239951_-1807.857618",1777.1239951,-1807.857618
"1777.1239951_-1907.857618",1777.1239951,-1907.857618
"1777.1239951_-2007.857618",1777.1239951,-2007.857618
"1777.1239951_-2107.857618",1777.1239951,-2107.857618
"1777.1239951_-2207.857618",1777.1239951,-2207.857618
"1777.1239951_-2307.857618",1777.1239951,-2307.857618
"1777.1239951_-2407.857618",1777.1239951,-2407.857618
"1777.1239951_-2507.857618",1777.1239951,-2507.857618
"1777.1239951_-2607.857618",1777.1239951,-2607.857618
"1777.1239951_-2707.857618",1777.1239951,-2707.857618
"1777.1239951_-2807.857618",1777.1239951,-2807.857618
"1777.1239951_-2907.857618",1777.1239951,-2907.857618
"1777.1239951_-3007.857618",1777.1239951,-3007.857618
"1777.1239951_-3107.857618",1777.1239951,-3107.857618
"1877.1239951_-1607.857618",1877.1239951,-1607.857618
"1877.1239951_-1707.857618",1877.1239951,-1707.857618
"1877.1239951_-1807.857618",1877.1239951,-1807.857618
"1877.1239951_-1907.857618",1877.1239951,-1907.857618
"1877.1239951_-2007.857618",1877.1239951,-2007.857618
"1877.1239951_-2107.857618",1877.1239951,-2107.857618
"1877.1239951_-2207.857618",1877.1239951,-2207.857618
"1877.1239951_-2307.857618",1877.1239951,-2307.857618
"1877.1239951_-2407.857618",1877.1239951,-2407.857618
"1877.1239951_-2507.857618",1877.1239951,-2507.857618
"1877.1239951_-2607.857618",1877.1239951,-2607.857618
"1877.1239951_-2707.857618",1877.1239951,-2707.857618
"1877.1239951_-2807.857618",1877.1239951,-2807.857618
"1877.1239951_-2907.857618",1877.1239951,-2907.857618
"1877.1239951_-3007.857618",1877.1239951,-3007.857618
"1877.1239951_-3107.857618",1877.1239951,-3107.857618
"1977.1239951_-1607.857618",1977.1239951,-1607.857618
"1977.1239951_-1707.857618",1977.1239951,-1707.857618
"1977.1239951_-1807.857618",1977.1239951,-1807.857618
"1977.1239951_-1907.857618",1977.1239951,-1907.857618
"1977.1239951_-2007.857618",1977.1239951,-2007.857618
"1977.1239951_-2107.857618",1977.1239951,-2107.857618
"1977.1239951_-2207.857618",1977.1239951,-2207.857618
"1977.1239951_-2307.857618",1977.1239951,-2307.857618
"1977.1239951_-2407.857618",1977.1239951,-2407.857618
"1977.1239951_-2507.857618",1977.1239951,-2507.857618
"1977.1239951_-2607.857618",1977.1239951,-2607.857618
"1977.1239951_-2707.857618",1977.1239951,-2707.857618
"1977.1239951_-2807.857618",1977.1239951,-2807.857618
"1977.1239951_-2907.857618",1977.1239951,-2907.857618
"1977.1239951_-3007.857618",1977.1239951,-3007.857618
"1977.1239951_-3107.857618",1977.1239951,-3107.857618
"2077.1239951_-1607.857618",2077.1239951,-1607.857618
"2077.1239951_-1707.857618",2077.1239951,-1707.857618
"2077.1239951_-1807.857618",2077.1239951,-1807.857618
"2077.1239951_-1907.857618",2077.1239951,-1907.857618
"2077.1239951_-2007.857618",2077.1239951,-2007.857618
"2077.1239951_-2107.857618",2077.1239951,-2107.857618
"2077.1239951_-2207.857618",2077.1239951,-2207.857618
"2077.1239951_-2307.857618",2077.1239951,-2307.857618
"2077.1239951_-2407.857618",2077.1239951,-2407.857618
"2077.1239951_-2507.857618",2077.1239951,-2507.857618
"2077.1239951_-2607.857618",2077.1239951,-2607.857618
"2077.1239951_-2707.857618",2077.1239951,-2707.857618
"2077.1239951_-2807.857618",2077.1239951,-2807.857618
"2077.1239951_-2907.857618",2077.1239951,-2907.857618
"2077.1239951_-3007.857618",2077.1239951,-3007.857618
"2077.1239951_-3107.857618",2077.1239951,-3107.857618
"2177.1239951_-1607.857618",2177.1239951,-1607.857618
"2177.1239951_-1707.857618",2177.1239951,-1707.857618
"2177.1239951_-1807.857618",2177.1239951,-1807.857618
"2177.1239951_-1907.857618",2177.1239951,-1907.857618
"2177.1239951_-2007.857618",2177.1239951,-2007.857618
"2177.1239951_-2107.857618",2177.1239951,-2107.857618
"2177.1239951_-2207.857618",2177.1239951,-2207.857618
"2177.1239951_-2307.857618",2177.1239951,-2307.857618
"2177.1239951_-2407.857618",2177.1239951,-2407.857618
"2177.1239951_-2507.857618",2177.1239951,-2507.857618
"2177.1239951_-2607.857618",2177.1239951,-2607.857618
"2177.1239951_-2707.857618",2177.1239951,-2707.857618
"2177.1239951_-2807.857618",2177.1239951,-2807.857618
"2177.1239951_-2907.857618",2177.1239951,-2907.857618
"2177.1239951_-3007.857618",2177.1239951,-3007.857618
"2177.1239951_-3107.857618",2177.1239951,-3107.857618
"2277.1239951_-1607.857618",2277.1239951,-1607.857618
"2277.1239951_-1707.857618",2277.1239951,-1707.857618
"2277.1239951_-1807.857618",2277.1239951,-1807.857618
"2277.1239951_-1907.857618",2277.1239951,-1907.857618
"2277.1239951_-2007.857618",2277.1239951,-2007.857618
"2277.1239951_-2107.857618",2277.1239951,-2107.857618
"2277.1239951_-2207.857618",2277.1239951,-2207.857618
"2277.1239951_-2307.857618",2277.1239951,-2307.857618
"2277.1239951_-2407.857618",2277.1239951,-2407.857618
"2277.1239951_-2507.857618",2277.1239951,-2507.857618
"2277.1239951_-2607.857618",2277.1239951,-2607.857618
"2277.1239951_-2707.857618",2277.1239951,-2707.857618
"2277.1239951_-2807.857618",2277.1239951,-2807.857618
"2277.1239951_-2907.857618",2277.1239951,-2907.857618
"2277.1239951_-3007.857618",2277.1239951,-3007.857618
"2277.1239951_-3107.857618",2277.1239951,-3107.857618
"2377.1239951_-1607.857618",2377.1239951,-1607.857618
"2377.1239951_-1707.857618",2377.1239951,-1707.857618
"2377.1239951_-1807.857618",2377.1239951,-1807.857618
"2377.1239951_-1907.857618",2377.1239951,-1907.857618
"2377.1239951_-2007.857618",2377.1239951,-2007.857618
"2377.1239951_-2107.857618",2377.1239951,-2107.857618
"2377.1239951_-2207.857618",2377.1239951,-2207.857618
"2377.1239951_-2307.857618",2377.1239951,-2307.857618
"2377.1239951_-2407.857618",2377.1239951,-2407.857618
"2377.1239951_-2507.857618",2377.1239951,-2507.857618
"2377.1239951_-2607.857618",2377.1239951,-2607.857618
"2377.1239951_-2707.857618",2377.1239951,-2707.857618
"2377.1239951_-2807.857618",2377.1239951,-2807.857618
"2377.1239951_-2907.857618",2377.1239951,-2907.857618
"2377.1239951_-3007.857618",2377.1239951,-3007.857618
"2377.1239951_-3107.857618",2377.1239951,-3107.857618
"877.1239951_-1607.857618",877.1239951,-1607.857618
"877.1239951_-1707.857618",877.1239951,-1707.857618
"877.1239951_-1807.857618",877.1239951,-1807.857618
"877.1239951_-1907.857618",877.1239951,-1907.857618
"877.1239951_-2007.857618",877.1239951,-2007.857618
"877.1239951_-2107.857618",877.1239951,-2107.857618
"877.1239951_-2207.857618",877.1239951,-2207.857618
"877.1239951_-2307.857618",877.1239951,-2307.857618
"877.1239951_-2407.857618",877.1239951,-2407.857618
"877.1239951_-2507.857618",877.1239951,-2507.857618
"877.1239951_-2607.857618",877.1239951,-2607.857618
"877.1239951_-2707.857618",877.1239951,-2707.857618
"877.1239951_-2807.857618",877.1239951,-2807.857618
"877.1239951_-2907.857618",877.1239951,-2907.857618
"877.1239951_-3007.857618",877.1239951,-3007.857618
"877.1239951_-3107.857618",877.1239951,-3107.857618
"977.1239951_-1607.857618",977.1239951,-1607.857618
"977.1239951_-1707.857618",977.1239951,-1707.857618
"977.1239951_-1807.857618",977.1239951,-1807.857618
"977.1239951_-1907.857618",977.1239951,-1907.857618
"977.1239951_-2007.857618",977.1239951,-2007.857618
"977.1239951_-2107.857618",977.1239951,-2107.857618
"977.1239951_-2207.857618",977.1239951,-2207.857618
"977.1239951_-2307.857618",977.1239951,-2307.857618
"977.1239951_-2407.857618",977.1239951,-2407.857618
"977.1239951_-2507.857618",977.1239951,-2507.857618
"977.1239951_-2607.857618",977.1239951,-2607.857618
"977.1239951_-2707.857618",977.1239951,-2707.857618
"977.1239951_-2807.857618",977.1239951,-2807.857618
"977.1239951_-2907.857618",977.1239951,-2907.857618
"977.1239951_-3007.857618",977.1239951,-3007.857618
"977.1239951_-3107.857618",977.1239951,-3107.857618
"1034.7852465_-2769.457843",1034.7852465,-2769.457843
"1034.7852465_-2869.457843",1034.7852465,-2869.457843
"1034.7852465_-2969.457843",1034.7852465,-2969.457843
"1034.7852465_-3069.457843",1034.7852465,-3069.457843
"1034.7852465_-3169.457843",1034.7852465,-3169.457843
"1034.7852465_-3269.457843",1034.7852465,-3269.457843
"1034.7852465_-3369.457843",1034.7852465,-3369.457843
